category,group,name,name,default,shortDesc,longDesc,type,max,min,units,decimalPlaces,values,rebootRequired,bitmask,volatile,increment
Standard,EKF2,EKF2_IMU_POS_X,EKF2_IMU_POS_X,0,X position of IMU in body frame,Forward axis with origin relative to vehicle centre of gravity,Float,,,m,3,,FALSE,,FALSE,
Standard,EKF2,EKF2_IMU_POS_Y,EKF2_IMU_POS_Y,0,Y position of IMU in body frame,Forward axis with origin relative to vehicle centre of gravity,Float,,,m,3,,FALSE,,FALSE,
Standard,EKF2,EKF2_IMU_POS_Z,EKF2_IMU_POS_Z,0,Z position of IMU in body frame,Forward axis with origin relative to vehicle centre of gravity,Float,,,m,3,,FALSE,,FALSE,
Standard,EKF2,EKF2_LOG_VERBOSE,EKF2_LOG_VERBOSE,1,Verbose logging,,Int32,,,,,"[{'description': 'Disabled', 'value': 0}, {'description': 'Enabled', 'value': 1}]",FALSE,,FALSE,
Standard,EKF2,EKF2_MAG_ACCLIM,EKF2_MAG_ACCLIM,0.5,Horizontal acceleration threshold used for heading observability check,The heading is assumed to be observable when the body acceleration is greater than this parameter when a global position/velocity aiding source is active.,Float,5,0,m/s^2,2,,FALSE,,FALSE,
Standard,EKF2,EKF2_MAG_B_NOISE,EKF2_MAG_B_NOISE,0.0001,Process noise for body magnetic field prediction,,Float,0.1,0,gauss/s,6,,FALSE,,FALSE,
Standard,EKF2,EKF2_MAG_CHECK,EKF2_MAG_CHECK,1,Magnetic field strength test selection,"Bitmask to set which check is used to decide whether the magnetometer data is valid. If GNSS data is received, the magnetic field is compared to a World Magnetic Model (WMM), otherwise an average value is used. This check is useful to reject occasional hard iron disturbance. Set bits to 1 to enable checks. Checks enabled by the following bit positions 0 : Magnetic field strength. Set tolerance using EKF2_MAG_CHK_STR 1 : Magnetic field inclination. Set tolerance using EKF2_MAG_CHK_INC 2 : Wait for GNSS to find the theoretical strength and inclination using the WMM",Int32,7,0,,,,FALSE,"[{'description': 'Strength (EKF2_MAG_CHK_STR)', 'index': 0}, {'description': 'Inclination (EKF2_MAG_CHK_INC)', 'index': 1}, {'description': 'Wait for WMM', 'index': 2}]",FALSE,
Standard,EKF2,EKF2_MAG_CHK_INC,EKF2_MAG_CHK_INC,20,Magnetic field inclination check tolerance,Maximum allowed deviation from the expected magnetic field inclination to pass the check.,Float,90,0,deg,1,,FALSE,,FALSE,
Standard,EKF2,EKF2_MAG_CHK_STR,EKF2_MAG_CHK_STR,0.2,Magnetic field strength check tolerance,Maximum allowed deviation from the expected magnetic field strength to pass the check.,Float,1,0,gauss,2,,FALSE,,FALSE,
System,EKF2,EKF2_MAG_DECL,EKF2_MAG_DECL,0,Magnetic declination,,Float,,,deg,1,,FALSE,,TRUE,
Standard,EKF2,EKF2_MAG_DELAY,EKF2_MAG_DELAY,0,Magnetometer measurement delay relative to IMU measurements,,Float,300,0,ms,1,,TRUE,,FALSE,
Standard,EKF2,EKF2_MAG_E_NOISE,EKF2_MAG_E_NOISE,0.001,Process noise for earth magnetic field prediction,,Float,0.1,0,gauss/s,6,,FALSE,,FALSE,
Standard,EKF2,EKF2_MAG_GATE,EKF2_MAG_GATE,3,Gate size for magnetometer XYZ component fusion,Sets the number of standard deviations used by the innovation consistency test.,Float,,1,SD,1,,FALSE,,FALSE,
Standard,EKF2,EKF2_MAG_NOISE,EKF2_MAG_NOISE,0.05,Measurement noise for magnetometer 3-axis fusion,,Float,1,0.001,gauss,3,,FALSE,,FALSE,
Standard,EKF2,EKF2_MAG_TYPE,EKF2_MAG_TYPE,0,Type of magnetometer fusion,"Integer controlling the type of magnetometer fusion used - magnetic heading or 3-component vector. The fusion of magnetometer data as a three component vector enables vehicle body fixed hard iron errors to be learned, but requires a stable earth field. If set to 'Automatic' magnetic heading fusion is used when on-ground and 3-axis magnetic field fusion in-flight. If set to 'Magnetic heading' magnetic heading fusion is used at all times. If set to 'None' the magnetometer will not be used under any circumstance. If no external source of yaw is available, it is possible to use post-takeoff horizontal movement combined with GNSS velocity measurements to align the yaw angle. If set to 'Init' the magnetometer is only used to initalize the heading.",Int32,,,,,"[{'description': 'Automatic', 'value': 0}, {'description': 'Magnetic heading', 'value': 1}, {'description': 'None', 'value': 5}, {'description': 'Init', 'value': 6}]",TRUE,,FALSE,
Standard,EKF2,EKF2_MCOEF,EKF2_MCOEF,0.15,Propeller momentum drag coefficient for multi-rotor wind estimation,"This parameter controls the prediction of drag produced by the propellers when flying a multi-copter, which enables estimation of wind drift when enabled by the EKF2_DRAG_CTRL parameter. The drag produced by this effect scales with speed not speed squared and is produced because some of the air velocity normal to the propeller axis of rotation is lost when passing through the rotor disc. This changes the momentum of the flow which creates a drag reaction force. When comparing un-ducted propellers of the same diameter, the effect is roughly proportional to the area of the propeller blades when viewed side on and changes with propeller selection. Momentum drag is significantly higher for ducted rotors. To account for the drag produced by the body which scales with speed squared, see documentation for the EKF2_BCOEF_X and EKF2_BCOEF_Y parameters. Set this parameter to zero to turn off the momentum drag model for both axis.",Float,1,0,1/s,2,,FALSE,,FALSE,
Standard,EKF2,EKF2_MIN_RNG,EKF2_MIN_RNG,0.1,Expected range finder reading when on ground,"If the vehicle is on ground, is not moving as determined by the motion test and the range finder is returning invalid or no data, then an assumed range value of EKF2_MIN_RNG will be used by the terrain estimator so that a terrain height estimate is available at the start of flight in situations where the range finder may be inside its minimum measurements distance when on ground.",Float,,0.01,m,2,,FALSE,,FALSE,
Standard,EKF2,EKF2_MULTI_IMU,EKF2_MULTI_IMU,0,Multi-EKF IMUs,Maximum number of IMUs to use for Multi-EKF. Set 0 to disable. Requires SENS_IMU_MODE 0.,Int32,4,0,,,,TRUE,,FALSE,
Standard,EKF2,EKF2_MULTI_MAG,EKF2_MULTI_MAG,0,Multi-EKF Magnetometers,Maximum number of magnetometers to use for Multi-EKF. Set 0 to disable. Requires SENS_MAG_MODE 0.,Int32,4,0,,,,TRUE,,FALSE,
Standard,EKF2,EKF2_NOAID_NOISE,EKF2_NOAID_NOISE,10,Measurement noise for non-aiding position hold,,Float,50,0.5,m,1,,FALSE,,FALSE,
Standard,EKF2,EKF2_NOAID_TOUT,EKF2_NOAID_TOUT,5000000,Maximum inertial dead-reckoning time,Maximum lapsed time from last fusion of measurements that constrain velocity drift before the EKF will report the horizontal nav solution as invalid,Int32,10000000,500000,us,,,FALSE,,FALSE,
Standard,EKF2,EKF2_OF_CTRL,EKF2_OF_CTRL,1,Optical flow aiding,Enable optical flow fusion.,Int32,,,,,"[{'description': 'Disabled', 'value': 0}, {'description': 'Enabled', 'value': 1}]",FALSE,,FALSE,
Standard,EKF2,EKF2_OF_DELAY,EKF2_OF_DELAY,20,Optical flow measurement delay relative to IMU measurements,Assumes measurement is timestamped at trailing edge of integration period,Float,300,0,ms,1,,TRUE,,FALSE,
Standard,EKF2,EKF2_OF_GATE,EKF2_OF_GATE,3,Gate size for optical flow fusion,Sets the number of standard deviations used by the innovation consistency test.,Float,,1,SD,1,,FALSE,,FALSE,
Standard,EKF2,EKF2_OF_GYR_SRC,EKF2_OF_GYR_SRC,0,Optical flow angular rate compensation source,"Auto: use gyro from optical flow message if available, internal gyro otherwise. Internal: always use internal gyro",Int32,,,,,"[{'description': 'Auto', 'value': 0}, {'description': 'Internal', 'value': 1}]",FALSE,,FALSE,
Standard,EKF2,EKF2_OF_N_MAX,EKF2_OF_N_MAX,0.5,Optical flow maximum noise,Measurement noise for the optical flow sensor when it's reported quality metric is at the minimum,Float,,0.05,rad/s,2,,FALSE,,FALSE,
Standard,EKF2,EKF2_OF_N_MIN,EKF2_OF_N_MIN,0.15,Optical flow minimum noise,Measurement noise for the optical flow sensor when it's reported quality metric is at the maximum,Float,,0.05,rad/s,2,,FALSE,,FALSE,
Standard,EKF2,EKF2_OF_POS_X,EKF2_OF_POS_X,0,X position of optical flow focal point in body frame,Forward axis with origin relative to vehicle centre of gravity,Float,,,m,3,,FALSE,,FALSE,
Standard,EKF2,EKF2_OF_POS_Y,EKF2_OF_POS_Y,0,Y position of optical flow focal point in body frame,Forward axis with origin relative to vehicle centre of gravity,Float,,,m,3,,FALSE,,FALSE,
Standard,EKF2,EKF2_OF_POS_Z,EKF2_OF_POS_Z,0,Z position of optical flow focal point in body frame,Forward axis with origin relative to vehicle centre of gravity,Float,,,m,3,,FALSE,,FALSE,
Standard,EKF2,EKF2_OF_QMIN,EKF2_OF_QMIN,1,In air optical flow minimum quality,Optical Flow data will only be used in air if the sensor reports a quality metric >= EKF2_OF_QMIN,Int32,255,0,,,,FALSE,,FALSE,
Standard,EKF2,EKF2_OF_QMIN_GND,EKF2_OF_QMIN_GND,0,On ground optical flow minimum quality,Optical Flow data will only be used on the ground if the sensor reports a quality metric >= EKF2_OF_QMIN_GND,Int32,255,0,,,,FALSE,,FALSE,
Standard,EKF2,EKF2_PCOEF_XN,EKF2_PCOEF_XN,0,Static pressure position error coefficient for the negative X axis,"This is the ratio of static pressure error to dynamic pressure generated by a negative wind relative velocity along the X body axis. If the baro height estimate rises during backwards flight, then this will be a negative number.",Float,0.5,-0.5,,2,,FALSE,,FALSE,
Standard,EKF2,EKF2_PCOEF_XP,EKF2_PCOEF_XP,0,Static pressure position error coefficient for the positive X axis,"This is the ratio of static pressure error to dynamic pressure generated by a positive wind relative velocity along the X body axis. If the baro height estimate rises during forward flight, then this will be a negative number.",Float,0.5,-0.5,,2,,FALSE,,FALSE,
Standard,EKF2,EKF2_PCOEF_YN,EKF2_PCOEF_YN,0,Pressure position error coefficient for the negative Y axis,"This is the ratio of static pressure error to dynamic pressure generated by a wind relative velocity along the negative Y (LH) body axis. If the baro height estimate rises during sideways flight to the left, then this will be a negative number.",Float,0.5,-0.5,,2,,FALSE,,FALSE,
Standard,EKF2,EKF2_PCOEF_YP,EKF2_PCOEF_YP,0,Pressure position error coefficient for the positive Y axis,"This is the ratio of static pressure error to dynamic pressure generated by a wind relative velocity along the positive Y (RH) body axis. If the baro height estimate rises during sideways flight to the right, then this will be a negative number.",Float,0.5,-0.5,,2,,FALSE,,FALSE,
Standard,EKF2,EKF2_PCOEF_Z,EKF2_PCOEF_Z,0,Static pressure position error coefficient for the Z axis,This is the ratio of static pressure error to dynamic pressure generated by a wind relative velocity along the Z body axis.,Float,0.5,-0.5,,2,,FALSE,,FALSE,
Standard,EKF2,EKF2_PREDICT_US,EKF2_PREDICT_US,10000,EKF prediction period,EKF prediction period in microseconds. This should ideally be an integer multiple of the IMU time delta. Actual filter update will be an integer multiple of IMU update.,Int32,20000,1000,us,,,FALSE,,FALSE,
Standard,EKF2,EKF2_REQ_EPH,EKF2_REQ_EPH,3,Required EPH to use GPS,,Float,100,2,m,1,,FALSE,,FALSE,
Standard,EKF2,EKF2_REQ_EPV,EKF2_REQ_EPV,5,Required EPV to use GPS,,Float,100,2,m,1,,FALSE,,FALSE,
Standard,EKF2,EKF2_REQ_GPS_H,EKF2_REQ_GPS_H,10,Required GPS health time on startup,"Minimum continuous period without GPS failure required to mark a healthy GPS status. It can be reduced to speed up initialization, but it's recommended to keep this unchanged for a vehicle.",Float,,0.1,s,1,,TRUE,,FALSE,
Standard,EKF2,EKF2_REQ_HDRIFT,EKF2_REQ_HDRIFT,0.1,Maximum horizontal drift speed to use GPS,,Float,1,0.1,m/s,2,,FALSE,,FALSE,
Standard,EKF2,EKF2_REQ_NSATS,EKF2_REQ_NSATS,6,Required satellite count to use GPS,,Int32,12,4,,,,FALSE,,FALSE,
Standard,EKF2,EKF2_REQ_PDOP,EKF2_REQ_PDOP,2.5,Maximum PDOP to use GPS,,Float,5,1.5,,1,,FALSE,,FALSE,
Standard,EKF2,EKF2_REQ_SACC,EKF2_REQ_SACC,0.5,Required speed accuracy to use GPS,,Float,5,0.5,m/s,2,,FALSE,,FALSE,
Standard,EKF2,EKF2_REQ_VDRIFT,EKF2_REQ_VDRIFT,0.2,Maximum vertical drift speed to use GPS,,Float,1.5,0.1,m/s,2,,FALSE,,FALSE,
Standard,EKF2,EKF2_RNG_A_HMAX,EKF2_RNG_A_HMAX,5,Maximum height above ground allowed for conditional range aid mode,If the vehicle absolute altitude exceeds this value then the estimator will not fuse range measurements to estimate its height. This only applies when conditional range aid mode is activated (EKF2_RNG_CTRL = 1).,Float,10,1,m,,,FALSE,,FALSE,
Standard,EKF2,EKF2_RNG_A_IGATE,EKF2_RNG_A_IGATE,1,Gate size used for innovation consistency checks for range aid fusion,A lower value means HAGL needs to be more stable in order to use range finder for height estimation in range aid mode,Float,5,0.1,SD,,,FALSE,,FALSE,
Standard,EKF2,EKF2_RNG_A_VMAX,EKF2_RNG_A_VMAX,1,Maximum horizontal velocity allowed for conditional range aid mode,If the vehicle horizontal speed exceeds this value then the estimator will not fuse range measurements to estimate its height. This only applies when conditional range aid mode is activated (EKF2_RNG_CTRL = 1).,Float,2,0.1,m/s,,,FALSE,,FALSE,
Standard,EKF2,EKF2_RNG_CTRL,EKF2_RNG_CTRL,1,Range sensor height aiding,"WARNING: Range finder measurements are less reliable and can experience unexpected errors. For these reasons, if accurate control of height relative to ground is required, it is recommended to use the MPC_ALT_MODE parameter instead, unless baro errors are severe enough to cause problems with landing and takeoff. If this parameter is enabled then the estimator will make use of the range finder measurements to estimate its height in addition to other height sources (if activated). Range sensor aiding can be enabled (i.e.: always use) or set in ""conditional"" mode. Conditional mode: This enables the range finder to be used during low speed (< EKF2_RNG_A_VMAX) and low altitude (< EKF2_RNG_A_HMAX) operation, eg takeoff and landing, where baro interference from rotor wash is excessive and can corrupt EKF state estimates. It is intended to be used where a vertical takeoff and landing is performed, and horizontal flight does not occur until above EKF2_RNG_A_HMAX.",Int32,,,,,"[{'description': 'Disable range fusion', 'value': 0}, {'description': 'Enabled (conditional mode)', 'value': 1}, {'description': 'Enabled', 'value': 2}]",FALSE,,FALSE,
Standard,EKF2,EKF2_RNG_DELAY,EKF2_RNG_DELAY,5,Range finder measurement delay relative to IMU measurements,,Float,300,0,ms,1,,TRUE,,FALSE,
Standard,EKF2,EKF2_RNG_FOG,EKF2_RNG_FOG,1,Maximum distance at which the range finder could detect fog (m),"Limit for fog detection. If the range finder measures a distance greater than this value, the measurement is considered to not be blocked by fog or rain. If there's a jump from larger than RNG_FOG to smaller than EKF2_RNG_FOG, the measurement may gets rejected. 0 - disabled",Float,20,0,m,1,,FALSE,,FALSE,
Standard,EKF2,EKF2_RNG_GATE,EKF2_RNG_GATE,5,Gate size for range finder fusion,Sets the number of standard deviations used by the innovation consistency test.,Float,,1,SD,1,,FALSE,,FALSE,
Standard,EKF2,EKF2_RNG_K_GATE,EKF2_RNG_K_GATE,1,Gate size used for range finder kinematic consistency check,"To be used, the time derivative of the distance sensor measurements projected on the vertical axis needs to be statistically consistent with the estimated vertical velocity of the drone. Decrease this value to make the filter more robust against range finder faulty data (stuck, reflections, ...). Note: tune the range finder noise parameters (EKF2_RNG_NOISE and EKF2_RNG_SFE) before tuning this gate.",Float,5,0.1,SD,,,FALSE,,FALSE,
Standard,EKF2,EKF2_RNG_NOISE,EKF2_RNG_NOISE,0.1,Measurement noise for range finder fusion,,Float,,0.01,m,2,,FALSE,,FALSE,
Standard,EKF2,EKF2_RNG_PITCH,EKF2_RNG_PITCH,0,Range sensor pitch offset,,Float,0.75,-0.75,rad,3,,FALSE,,FALSE,
Standard,EKF2,EKF2_RNG_POS_X,EKF2_RNG_POS_X,0,X position of range finder origin in body frame,Forward axis with origin relative to vehicle centre of gravity,Float,,,m,3,,FALSE,,FALSE,
Standard,EKF2,EKF2_RNG_POS_Y,EKF2_RNG_POS_Y,0,Y position of range finder origin in body frame,Forward axis with origin relative to vehicle centre of gravity,Float,,,m,3,,FALSE,,FALSE,
Standard,EKF2,EKF2_RNG_POS_Z,EKF2_RNG_POS_Z,0,Z position of range finder origin in body frame,Forward axis with origin relative to vehicle centre of gravity,Float,,,m,3,,FALSE,,FALSE,
Standard,EKF2,EKF2_RNG_QLTY_T,EKF2_RNG_QLTY_T,1,Minumum range validity period,Minimum duration during which the reported range finder signal quality needs to be non-zero in order to be declared valid (s),Float,5,0.1,s,,,FALSE,,FALSE,
Standard,EKF2,EKF2_RNG_SFE,EKF2_RNG_SFE,0.05,Range finder range dependent noise scaler,Specifies the increase in range finder noise with range.,Float,0.2,0,m/m,,,FALSE,,FALSE,
